Parcel_id,Island,Suburb,Height,Area
10525,Chronos,Autumn,16,100
10329,Chronos,Autumn,16,99
10389,Chronos,Autumn,16,99
10335,Chronos,Autumn,16,98
10327,Chronos,Autumn,16,90
10425,Chronos,Autumn,16,90
10486,Chronos,Autumn,16,88
10512,Chronos,Autumn,16,88
10323,Chronos,Autumn,16,84
10414,Chronos,Autumn,16,84
10415,Chronos,Autumn,16,84
10450,Chronos,Autumn,16,80
10466,Chronos,Autumn,16,80
10495,Chronos,Autumn,16,80
10366,Chronos,Autumn,16,77
10390,Chronos,Autumn,16,77
10325,Chronos,Autumn,16,72
10535,Chronos,Autumn,16,72
10331,Chronos,Autumn,16,70
10333,Chronos,Autumn,16,70
10426,Chronos,Autumn,16,70
10557,Chronos,Autumn,16,70
10392,Chronos,Autumn,16,66
10543,Chronos,Autumn,16,66
10458,Chronos,Autumn,16,65
10448,Chronos,Autumn,16,64
10449,Chronos,Autumn,16,64
10490,Chronos,Autumn,16,64
10491,Chronos,Autumn,16,64
10330,Chronos,Autumn,16,63
10428,Chronos,Autumn,16,60
10561,Chronos,Autumn,16,60
10405,Chronos,Autumn,16,55
10322,Chronos,Autumn,16,54
10324,Chronos,Autumn,16,54
10538,Chronos,Autumn,16,54
10372,Chronos,Autumn,16,52
10367,Chronos,Autumn,16,49
10321,Chronos,Autumn,16,48
10494,Chronos,Autumn,16,48
10371,Chronos,Autumn,16,44
10332,Chronos,Autumn,16,42
10334,Chronos,Autumn,16,42
10336,Chronos,Autumn,16,42
10368,Chronos,Autumn,16,42
10539,Chronos,Autumn,16,42
10487,Chronos,Autumn,16,40
10427,Chronos,Autumn,16,36
10513,Chronos,Autumn,16,32
10542,Chronos,Autumn,16,30
10534,Chronos,Autumn,16,24
10567,Chronos,Autumn,16,24
10574,Chronos,Autumn,16,24
10576,Chronos,Autumn,16,24
10578,Chronos,Autumn,16,24
10579,Chronos,Autumn,16,24
10590,Chronos,Autumn,16,20
10568,Chronos,Autumn,16,16
10602,Chronos,Autumn,16,16
10604,Chronos,Autumn,16,16
10610,Chronos,Autumn,16,14
10596,Chronos,Autumn,16,12
10614,Chronos,Autumn,16,12
10616,Chronos,Autumn,16,12
10618,Chronos,Autumn,16,12
10620,Chronos,Autumn,16,12
10622,Chronos,Autumn,16,12
10634,Chronos,Autumn,16,10
10638,Chronos,Autumn,16,9
10642,Chronos,Autumn,16,8
10644,Chronos,Autumn,16,8
10646,Chronos,Autumn,16,8
10595,Chronos,Autumn,16,7
10653,Chronos,Spring,35,600
10660,Chronos,Spring,14,234
10658,Chronos,Spring,8,234
10666,Chronos,Spring,14,225
10668,Chronos,Spring,13,225
10683,Chronos,Spring,13,210
10980,Chronos,Spring,11,210
10680,Chronos,Spring,10,210
10682,Chronos,Spring,9,210
10978,Chronos,Spring,9,210
10678,Chronos,Spring,8,210
10700,Chronos,Spring,13,208
10705,Chronos,Spring,12,208
10706,Chronos,Spring,12,208
10988,Chronos,Spring,10,208
10702,Chronos,Spring,9,208
10704,Chronos,Spring,9,208
10698,Chronos,Spring,8,208
10986,Chronos,Spring,8,208
11010,Chronos,Spring,14,195
10735,Chronos,Spring,13,195
10734,Chronos,Spring,12,195
10738,Chronos,Spring,12,195
10740,Chronos,Spring,12,195
10746,Chronos,Spring,12,195
10742,Chronos,Spring,11,195
10749,Chronos,Spring,11,195
10748,Chronos,Spring,9,195
10744,Chronos,Spring,8,195
10750,Chronos,Spring,8,195
10754,Chronos,Spring,8,195
10756,Chronos,Spring,8,195
11002,Chronos,Spring,8,195
11004,Chronos,Spring,8,195
11006,Chronos,Spring,8,195
11008,Chronos,Spring,8,195
11011,Chronos,Spring,8,195
10766,Chronos,Spring,15,187
10770,Chronos,Spring,14,187
10768,Chronos,Spring,13,187
10771,Chronos,Spring,8,187
10799,Chronos,Spring,15,182
11027,Chronos,Spring,15,182
10804,Chronos,Spring,13,182
10790,Chronos,Spring,12,182
10796,Chronos,Spring,11,182
11026,Chronos,Spring,11,182
10800,Chronos,Spring,10,182
10792,Chronos,Spring,8,182
10794,Chronos,Spring,8,182
10798,Chronos,Spring,8,182
11022,Chronos,Spring,8,182
11024,Chronos,Spring,8,182
10836,Chronos,Spring,13,180
10828,Chronos,Spring,11,180
10832,Chronos,Spring,11,180
10822,Chronos,Spring,9,180
10823,Chronos,Spring,8,180
10826,Chronos,Spring,8,180
10830,Chronos,Spring,8,180
10834,Chronos,Spring,8,180
11034,Chronos,Spring,14,176
10852,Chronos,Spring,11,176
10856,Chronos,Spring,11,176
11036,Chronos,Spring,11,176
10850,Chronos,Spring,8,176
10854,Chronos,Spring,8,176
10858,Chronos,Spring,8,176
10859,Chronos,Spring,8,176
10874,Chronos,Spring,13,165
10871,Chronos,Spring,9,165
10876,Chronos,Spring,9,165
10870,Chronos,Spring,8,165
11042,Chronos,Spring,8,165
11044,Chronos,Spring,8,165
11052,Chronos,Spring,14,160
10886,Chronos,Spring,11,160
10890,Chronos,Spring,11,160
11050,Chronos,Spring,10,160
10891,Chronos,Spring,9,160
10888,Chronos,Spring,8,160
10476,Chronos,Spring,16,156
10478,Chronos,Spring,16,156
10898,Chronos,Spring,14,156
10900,Chronos,Spring,9,156
10374,Chronos,Spring,16,154
10394,Chronos,Spring,16,154
10908,Chronos,Spring,11,154
10906,Chronos,Spring,10,154
11062,Chronos,Spring,15,150
10940,Chronos,Spring,14,150
10928,Chronos,Spring,13,150
10930,Chronos,Spring,12,150
10926,Chronos,Spring,11,150
10935,Chronos,Spring,11,150
10938,Chronos,Spring,11,150
11066,Chronos,Spring,10,150
10934,Chronos,Spring,9,150
10932,Chronos,Spring,8,150
11064,Chronos,Spring,8,150
11067,Chronos,Spring,8,150
10337,Chronos,Spring,16,144
10376,Chronos,Spring,16,144
10418,Chronos,Spring,16,144
10441,Chronos,Spring,16,144
10342,Chronos,Spring,16,132
10417,Chronos,Spring,16,132
10344,Chronos,Spring,16,130
10346,Chronos,Spring,16,130
10461,Chronos,Spring,16,130
10469,Chronos,Spring,16,130
10482,Chronos,Spring,16,130
10340,Chronos,Spring,16,120
10518,Chronos,Spring,16,120
10956,Chronos,Spring,15,120
10958,Chronos,Spring,15,120
10954,Chronos,Spring,14,120
10960,Chronos,Spring,14,120
10964,Chronos,Spring,14,120
10972,Chronos,Spring,11,120
10962,Chronos,Spring,10,120
10970,Chronos,Spring,9,120
10373,Chronos,Spring,16,110
10393,Chronos,Spring,16,110
10406,Chronos,Spring,16,110
10442,Chronos,Spring,16,108
10451,Chronos,Spring,16,104
10452,Chronos,Spring,16,104
10526,Chronos,Spring,16,100
10528,Chronos,Spring,16,100
10530,Chronos,Spring,16,100
10408,Chronos,Spring,16,99
10429,Chronos,Spring,16,99
10347,Chronos,Spring,16,90
10395,Chronos,Spring,16,88
10407,Chronos,Spring,16,88
10504,Chronos,Spring,16,88
10515,Chronos,Spring,16,88
10341,Chronos,Spring,16,84
10375,Chronos,Spring,16,84
10501,Chronos,Spring,16,80
10338,Chronos,Spring,16,72
10339,Chronos,Spring,16,72
10548,Chronos,Spring,16,72
10553,Chronos,Spring,16,72
10432,Chronos,Spring,16,70
10558,Chronos,Spring,16,70
10460,Chronos,Spring,16,65
10496,Chronos,Spring,16,64
10497,Chronos,Spring,16,64
10345,Chronos,Spring,16,60
10348,Chronos,Spring,16,60
10377,Chronos,Spring,16,60
10468,Chronos,Spring,16,60
10544,Chronos,Spring,16,60
10562,Chronos,Spring,16,60
10343,Chronos,Spring,16,50
10500,Chronos,Spring,16,48
10430,Chronos,Spring,16,45
10431,Chronos,Spring,16,42
10505,Chronos,Spring,16,40
10545,Chronos,Spring,16,36
10514,Chronos,Spring,16,32
10549,Chronos,Spring,16,24
10552,Chronos,Spring,16,24
10581,Chronos,Spring,16,24
10583,Chronos,Spring,16,24
10585,Chronos,Spring,16,24
10587,Chronos,Spring,16,24
10570,Chronos,Spring,16,22
10591,Chronos,Spring,16,20
10569,Chronos,Spring,16,18
10605,Chronos,Spring,16,16
10607,Chronos,Spring,16,16
10611,Chronos,Spring,16,14
10598,Chronos,Spring,16,12
10623,Chronos,Spring,16,12
10625,Chronos,Spring,16,12
10627,Chronos,Spring,16,12
10629,Chronos,Spring,16,12
10631,Chronos,Spring,16,12
10635,Chronos,Spring,16,10
10639,Chronos,Spring,16,9
10647,Chronos,Spring,16,8
10649,Chronos,Spring,16,8
10651,Chronos,Spring,16,8
10597,Chronos,Spring,16,7
10656,Chronos,Summer,9,234
10654,Chronos,Summer,8,234
10664,Chronos,Summer,10,225
10662,Chronos,Summer,8,225
10674,Chronos,Summer,15,210
10676,Chronos,Summer,14,210
10670,Chronos,Summer,13,210
10974,Chronos,Summer,10,210
10671,Chronos,Summer,8,210
10976,Chronos,Summer,8,210
10687,Chronos,Summer,15,208
10696,Chronos,Summer,15,208
10688,Chronos,Summer,14,208
10686,Chronos,Summer,11,208
10694,Chronos,Summer,10,208
10692,Chronos,Summer,9,208
10982,Chronos,Summer,8,208
10984,Chronos,Summer,8,208
10715,Chronos,Summer,14,195
10998,Chronos,Summer,14,195
10720,Chronos,Summer,13,195
10724,Chronos,Summer,13,195
10990,Chronos,Summer,13,195
10722,Chronos,Summer,12,195
10730,Chronos,Summer,10,195
10731,Chronos,Summer,10,195
10996,Chronos,Summer,10,195
10716,Chronos,Summer,9,195
10728,Chronos,Summer,9,195
10710,Chronos,Summer,8,195
10712,Chronos,Summer,8,195
10714,Chronos,Summer,8,195
10726,Chronos,Summer,8,195
10991,Chronos,Summer,8,195
10994,Chronos,Summer,8,195
11000,Chronos,Summer,8,195
10759,Chronos,Summer,13,187
10762,Chronos,Summer,13,187
10764,Chronos,Summer,10,187
10758,Chronos,Summer,9,187
10777,Chronos,Summer,15,182
10786,Chronos,Summer,13,182
11014,Chronos,Summer,13,182
10788,Chronos,Summer,12,182
11020,Chronos,Summer,12,182
11018,Chronos,Summer,11,182
10776,Chronos,Summer,9,182
10782,Chronos,Summer,9,182
10774,Chronos,Summer,8,182
10778,Chronos,Summer,8,182
10784,Chronos,Summer,8,182
11015,Chronos,Summer,8,182
10814,Chronos,Summer,10,180
10819,Chronos,Summer,10,180
10808,Chronos,Summer,9,180
10810,Chronos,Summer,9,180
10806,Chronos,Summer,8,180
10812,Chronos,Summer,8,180
10816,Chronos,Summer,8,180
10818,Chronos,Summer,8,180
10838,Chronos,Summer,12,176
10842,Chronos,Summer,12,176
11032,Chronos,Summer,11,176
10844,Chronos,Summer,10,176
10848,Chronos,Summer,10,176
10839,Chronos,Summer,8,176
10846,Chronos,Summer,8,176
11030,Chronos,Summer,8,176
11038,Chronos,Summer,12,165
10862,Chronos,Summer,10,165
11040,Chronos,Summer,10,165
10866,Chronos,Summer,9,165
10864,Chronos,Summer,8,165
10867,Chronos,Summer,8,165
10884,Chronos,Summer,15,160
10878,Chronos,Summer,13,160
10879,Chronos,Summer,12,160
10882,Chronos,Summer,11,160
11048,Chronos,Summer,11,160
11046,Chronos,Summer,10,160
10472,Chronos,Summer,16,156
10474,Chronos,Summer,16,156
10894,Chronos,Summer,13,156
10896,Chronos,Summer,9,156
10902,Chronos,Summer,10,154
10904,Chronos,Summer,8,154
11060,Chronos,Summer,12,150
10914,Chronos,Summer,11,150
10910,Chronos,Summer,10,150
10922,Chronos,Summer,10,150
11054,Chronos,Summer,10,150
11055,Chronos,Summer,10,150
11058,Chronos,Summer,9,150
10912,Chronos,Summer,8,150
10915,Chronos,Summer,8,150
10918,Chronos,Summer,8,150
10920,Chronos,Summer,8,150
10924,Chronos,Summer,8,150
10412,Chronos,Summer,16,144
10437,Chronos,Summer,16,144
10386,Chronos,Summer,16,143
10388,Chronos,Summer,16,143
10413,Chronos,Summer,16,132
10318,Chronos,Summer,16,130
10465,Chronos,Summer,16,130
10480,Chronos,Summer,16,130
10361,Chronos,Summer,16,126
10363,Chronos,Summer,16,126
10320,Chronos,Summer,16,120
10508,Chronos,Summer,16,120
10948,Chronos,Summer,12,120
10942,Chronos,Summer,8,120
10944,Chronos,Summer,8,120
10946,Chronos,Summer,8,120
10950,Chronos,Summer,8,120
10952,Chronos,Summer,8,120
10966,Chronos,Summer,8,120
10968,Chronos,Summer,8,120
10365,Chronos,Summer,16,112
10401,Chronos,Summer,16,110
10438,Chronos,Summer,16,108
10456,Chronos,Summer,16,104
10316,Chronos,Summer,16,100
10317,Chronos,Summer,16,100
10520,Chronos,Summer,16,100
10522,Chronos,Summer,16,100
10524,Chronos,Summer,16,100
10402,Chronos,Summer,16,99
10422,Chronos,Summer,16,99
10364,Chronos,Summer,16,98
10488,Chronos,Summer,16,96
10457,Chronos,Summer,16,91
10362,Chronos,Summer,16,90
10400,Chronos,Summer,16,88
10445,Chronos,Summer,16,88
10484,Chronos,Summer,16,88
10308,Chronos,Summer,16,84
10492,Chronos,Summer,16,80
10312,Chronos,Summer,16,78
10310,Chronos,Summer,16,72
10510,Chronos,Summer,16,72
10319,Chronos,Summer,16,70
10423,Chronos,Summer,16,70
10556,Chronos,Summer,16,70
10311,Chronos,Summer,16,66
10387,Chronos,Summer,16,66
10540,Chronos,Summer,16,66
10446,Chronos,Summer,16,64
10307,Chronos,Summer,16,60
10314,Chronos,Summer,16,60
10315,Chronos,Summer,16,60
10464,Chronos,Summer,16,60
10532,Chronos,Summer,16,60
10560,Chronos,Summer,16,60
10447,Chronos,Summer,16,56
10536,Chronos,Summer,16,54
10306,Chronos,Summer,16,48
10309,Chronos,Summer,16,48
10313,Chronos,Summer,16,48
10493,Chronos,Summer,16,48
10511,Chronos,Summer,16,48
10421,Chronos,Summer,16,45
10424,Chronos,Summer,16,42
10537,Chronos,Summer,16,42
10485,Chronos,Summer,16,40
10533,Chronos,Summer,16,36
10489,Chronos,Summer,16,32
10541,Chronos,Summer,16,30
10573,Chronos,Summer,16,24
10575,Chronos,Summer,16,24
10577,Chronos,Summer,16,24
10580,Chronos,Summer,16,24
10564,Chronos,Summer,16,22
10589,Chronos,Summer,16,20
10601,Chronos,Summer,16,16
10603,Chronos,Summer,16,16
10609,Chronos,Summer,16,14
10613,Chronos,Summer,16,12
10615,Chronos,Summer,16,12
10617,Chronos,Summer,16,12
10619,Chronos,Summer,16,12
10621,Chronos,Summer,16,12
10566,Chronos,Summer,16,10
10593,Chronos,Summer,16,10
10633,Chronos,Summer,16,10
10594,Chronos,Summer,16,9
10637,Chronos,Summer,16,9
10565,Chronos,Summer,16,8
10641,Chronos,Summer,16,8
10643,Chronos,Summer,16,8
10645,Chronos,Summer,16,8
10661,Chronos,Winter,14,234
10659,Chronos,Winter,10,234
10667,Chronos,Winter,8,225
10669,Chronos,Winter,8,225
10979,Chronos,Winter,13,210
10681,Chronos,Winter,12,210
10684,Chronos,Winter,12,210
10679,Chronos,Winter,9,210
10685,Chronos,Winter,8,210
10981,Chronos,Winter,8,210
10989,Chronos,Winter,12,208
10699,Chronos,Winter,11,208
10707,Chronos,Winter,11,208
10708,Chronos,Winter,11,208
10701,Chronos,Winter,8,208
10703,Chronos,Winter,8,208
10709,Chronos,Winter,8,208
10987,Chronos,Winter,8,208
11009,Chronos,Winter,15,195
10747,Chronos,Winter,14,195
10741,Chronos,Winter,13,195
10755,Chronos,Winter,13,195
10743,Chronos,Winter,12,195
10751,Chronos,Winter,12,195
10737,Chronos,Winter,11,195
10757,Chronos,Winter,11,195
11005,Chronos,Winter,11,195
11012,Chronos,Winter,11,195
11007,Chronos,Winter,10,195
11013,Chronos,Winter,10,195
10745,Chronos,Winter,9,195
10752,Chronos,Winter,9,195
10736,Chronos,Winter,8,195
10739,Chronos,Winter,8,195
10753,Chronos,Winter,8,195
11003,Chronos,Winter,8,195
10769,Chronos,Winter,9,187
10767,Chronos,Winter,8,187
10772,Chronos,Winter,8,187
10773,Chronos,Winter,8,187
10793,Chronos,Winter,15,182
11025,Chronos,Winter,14,182
10805,Chronos,Winter,12,182
10795,Chronos,Winter,11,182
10801,Chronos,Winter,11,182
10802,Chronos,Winter,11,182
11028,Chronos,Winter,11,182
11029,Chronos,Winter,9,182
10791,Chronos,Winter,8,182
10797,Chronos,Winter,8,182
10803,Chronos,Winter,8,182
11023,Chronos,Winter,8,182
10827,Chronos,Winter,15,180
10833,Chronos,Winter,13,180
10824,Chronos,Winter,12,180
10831,Chronos,Winter,12,180
10837,Chronos,Winter,12,180
10829,Chronos,Winter,11,180
10825,Chronos,Winter,8,180
10835,Chronos,Winter,8,180
10857,Chronos,Winter,15,176
10860,Chronos,Winter,12,176
10855,Chronos,Winter,11,176
11037,Chronos,Winter,11,176
10851,Chronos,Winter,8,176
10853,Chronos,Winter,8,176
10861,Chronos,Winter,8,176
11035,Chronos,Winter,8,176
10381,Chronos,Winter,16,168
11045,Chronos,Winter,14,165
10872,Chronos,Winter,10,165
10873,Chronos,Winter,8,165
10875,Chronos,Winter,8,165
10877,Chronos,Winter,8,165
11043,Chronos,Winter,8,165
10893,Chronos,Winter,15,160
10889,Chronos,Winter,13,160
11053,Chronos,Winter,13,160
10887,Chronos,Winter,11,160
10892,Chronos,Winter,8,160
11051,Chronos,Winter,8,160
10444,Chronos,Winter,16,156
10477,Chronos,Winter,16,156
10479,Chronos,Winter,16,156
10899,Chronos,Winter,9,156
10901,Chronos,Winter,8,156
10907,Chronos,Winter,15,154
10909,Chronos,Winter,10,154
11069,Chronos,Winter,14,150
11065,Chronos,Winter,13,150
11068,Chronos,Winter,12,150
10939,Chronos,Winter,11,150
10927,Chronos,Winter,10,150
10931,Chronos,Winter,9,150
10933,Chronos,Winter,9,150
10936,Chronos,Winter,9,150
10941,Chronos,Winter,9,150
10929,Chronos,Winter,8,150
10937,Chronos,Winter,8,150
11063,Chronos,Winter,8,150
10350,Chronos,Winter,16,144
10352,Chronos,Winter,16,144
10420,Chronos,Winter,16,144
10410,Chronos,Winter,16,143
10397,Chronos,Winter,16,132
10419,Chronos,Winter,16,132
10463,Chronos,Winter,16,130
10483,Chronos,Winter,16,130
10358,Chronos,Winter,16,120
10359,Chronos,Winter,16,120
10382,Chronos,Winter,16,120
10471,Chronos,Winter,16,120
10519,Chronos,Winter,16,120
10965,Chronos,Winter,15,120
10957,Chronos,Winter,10,120
10973,Chronos,Winter,10,120
10955,Chronos,Winter,9,120
10959,Chronos,Winter,8,120
10961,Chronos,Winter,8,120
10963,Chronos,Winter,8,120
10971,Chronos,Winter,8,120
10356,Chronos,Winter,16,110
10353,Chronos,Winter,16,108
10527,Chronos,Winter,16,100
10529,Chronos,Winter,16,100
10531,Chronos,Winter,16,100
10354,Chronos,Winter,16,96
10443,Chronos,Winter,16,96
10360,Chronos,Winter,16,90
10435,Chronos,Winter,16,90
10398,Chronos,Winter,16,88
10399,Chronos,Winter,16,88
10409,Chronos,Winter,16,88
10506,Chronos,Winter,16,88
10378,Chronos,Winter,16,84
10455,Chronos,Winter,16,80
10499,Chronos,Winter,16,80
10351,Chronos,Winter,16,72
10454,Chronos,Winter,16,72
10516,Chronos,Winter,16,72
10554,Chronos,Winter,16,72
10470,Chronos,Winter,16,70
10559,Chronos,Winter,16,70
10411,Chronos,Winter,16,66
10462,Chronos,Winter,16,65
10502,Chronos,Winter,16,64
10503,Chronos,Winter,16,64
10434,Chronos,Winter,16,63
10349,Chronos,Winter,16,60
10546,Chronos,Winter,16,60
10550,Chronos,Winter,16,60
10563,Chronos,Winter,16,60
10453,Chronos,Winter,16,56
10436,Chronos,Winter,16,54
10433,Chronos,Winter,16,49
10498,Chronos,Winter,16,48
10517,Chronos,Winter,16,48
10396,Chronos,Winter,16,44
10379,Chronos,Winter,16,42
10380,Chronos,Winter,16,42
10355,Chronos,Winter,16,40
10357,Chronos,Winter,16,40
10507,Chronos,Winter,16,40
10547,Chronos,Winter,16,36
10551,Chronos,Winter,16,36
10383,Chronos,Winter,16,32
10384,Chronos,Winter,16,32
10385,Chronos,Winter,16,32
10555,Chronos,Winter,16,24
10572,Chronos,Winter,16,24
10582,Chronos,Winter,16,24
10584,Chronos,Winter,16,24
10586,Chronos,Winter,16,24
10588,Chronos,Winter,16,24
10592,Chronos,Winter,16,20
10571,Chronos,Winter,16,16
10606,Chronos,Winter,16,16
10608,Chronos,Winter,16,16
10612,Chronos,Winter,16,14
10599,Chronos,Winter,16,12
10624,Chronos,Winter,16,12
10626,Chronos,Winter,16,12
10628,Chronos,Winter,16,12
10630,Chronos,Winter,16,12
10632,Chronos,Winter,16,12
10636,Chronos,Winter,16,10
10640,Chronos,Winter,16,9
10648,Chronos,Winter,16,8
10650,Chronos,Winter,16,8
10652,Chronos,Winter,16,8
10600,Chronos,Winter,16,7
